age,amount,checking_balance,credit_history,default,dependents,employment_duration,existing_loans_count,gender,housing,job,months_loan_duration,other_credit,percent_of_income,phone,purpose,race,savings_balance,status,years_at_residence,zipcode
38.0,9504.0,>= 200 USD,excellent,no,3.0,1 - 3 years,1.0,F,own,management,5.0,stores,20.0,yes,furniture,AA,>1000 USD,single,18.0,00603
80.0,4393.0,unknown,bad,no,3.0,unknown,2.0,F,own,management,21.0,stores,14.0,yes,other,AA,>1000 USD,single,8.0,00603
62.0,9126.0,1 - 200 USD,no credit,yes,1.0,> 7 years,1.0,M,other,none,66.0,bank,6.0,no,other,SA,>1000 USD,divorced,14.0,00601
76.0,2803.0,1 - 200 USD,no credit,yes,3.0,1 - 3 years,3.0,M,rent,skilled,19.0,none,14.0,yes,business,SA,unknown,married,8.0,00611
39.0,1842.0,< 0 USD,good,no,1.0,1 - 3 years,0.0,M,other,skilled,40.0,stores,7.0,no,furniture,CA,< 100 USD,divorced,22.0,00602
30.0,6193.0,unknown,bad,yes,3.0,< 1 year,0.0,F,other,skilled,3.0,none,19.0,yes,car,BA,100 - 500 USD,single,14.0,00705
61.0,756.0,>= 200 USD,critical,no,1.0,unknown,1.0,F,rent,none,70.0,bank,21.0,no,car,BA,500 - 1000 USD,single,11.0,00604
55.0,1383.0,unknown,good,no,1.0,> 7 years,1.0,M,other,unskilled,30.0,stores,12.0,yes,business,CA,100 - 500 USD,divorced,5.0,00612
22.0,2163.0,< 0 USD,excellent,no,3.0,3 - 5 years,0.0,F,own,skilled,31.0,stores,12.0,yes,car,CA,< 100 USD,divorced,20.0,00603
58.0,5630.0,unknown,critical,no,1.0,3 - 5 years,2.0,F,own,management,71.0,none,9.0,no,education,BA,100 - 500 USD,married,5.0,00605
65.0,6302.0,< 0 USD,no credit,no,1.0,< 1 year,0.0,F,other,none,10.0,stores,14.0,no,business,AA,< 100 USD,married,25.0,00602
52.0,6044.0,< 0 USD,bad,no,3.0,< 1 year,3.0,F,own,unskilled,3.0,bank,18.0,no,furniture,AA,500 - 1000 USD,single,24.0,00611
53.0,1305.0,1 - 200 USD,excellent,no,1.0,3 - 5 years,2.0,F,own,management,63.0,none,23.0,yes,other,AA,unknown,married,11.0,00605
64.0,9493.0,< 0 USD,critical,no,2.0,1 - 3 years,2.0,F,other,unskilled,20.0,stores,6.0,no,other,SA,unknown,married,21.0,00604
20.0,1129.0,1 - 200 USD,critical,no,1.0,unknown,2.0,M,own,management,53.0,bank,25.0,yes,furniture,SA,500 - 1000 USD,divorced,5.0,00601
60.0,8879.0,< 0 USD,good,no,1.0,3 - 5 years,2.0,M,own,skilled,68.0,bank,14.0,yes,business,AA,100 - 500 USD,divorced,8.0,00602
35.0,6462.0,>= 200 USD,excellent,yes,1.0,unknown,0.0,M,rent,unskilled,27.0,stores,25.0,yes,other,AA,< 100 USD,married,23.0,00631
61.0,1139.0,< 0 USD,excellent,no,2.0,unknown,1.0,M,rent,unskilled,29.0,stores,17.0,no,education,CA,unknown,married,16.0,00612
55.0,5853.0,unknown,excellent,no,1.0,> 7 years,1.0,F,own,none,53.0,stores,7.0,no,education,AA,100 - 500 USD,married,11.0,00610
20.0,4815.0,1 - 200 USD,critical,no,3.0,3 - 5 years,2.0,M,rent,none,27.0,bank,4.0,no,other,SA,unknown,single,20.0,00611
24.0,2774.0,unknown,good,yes,3.0,< 1 year,1.0,F,rent,none,35.0,stores,12.0,no,education,BA,>1000 USD,divorced,2.0,00612
44.0,7166.0,1 - 200 USD,bad,no,1.0,unknown,2.0,M,own,unskilled,17.0,bank,20.0,yes,furniture,CA,< 100 USD,married,18.0,00603
63.0,3375.0,unknown,bad,yes,3.0,> 7 years,1.0,M,own,none,69.0,bank,17.0,no,car,SA,< 100 USD,married,6.0,00605
51.0,6132.0,1 - 200 USD,good,yes,1.0,< 1 year,2.0,F,other,unskilled,49.0,stores,22.0,no,furniture,CA,unknown,divorced,17.0,00631
84.0,7217.0,1 - 200 USD,critical,no,3.0,< 1 year,1.0,M,rent,skilled,14.0,stores,24.0,no,furniture,SA,< 100 USD,divorced,15.0,00610
66.0,6856.0,< 0 USD,bad,yes,3.0,1 - 3 years,0.0,M,own,management,4.0,bank,18.0,yes,education,AA,< 100 USD,divorced,25.0,00705
83.0,6358.0,< 0 USD,bad,yes,1.0,3 - 5 years,0.0,F,own,skilled,65.0,bank,13.0,yes,education,SA,100 - 500 USD,single,5.0,00603
25.0,2799.0,>= 200 USD,critical,yes,3.0,> 7 years,2.0,F,own,unskilled,42.0,stores,25.0,no,furniture,CA,>1000 USD,married,24.0,00604
22.0,1656.0,>= 200 USD,no credit,yes,1.0,> 7 years,2.0,F,own,skilled,56.0,none,6.0,yes,education,CA,100 - 500 USD,divorced,14.0,00603
65.0,6772.0,< 0 USD,bad,yes,1.0,3 - 5 years,3.0,M,other,unskilled,56.0,bank,11.0,no,education,AA,500 - 1000 USD,single,11.0,00611
52.0,2245.0,1 - 200 USD,critical,yes,1.0,unknown,0.0,F,rent,unskilled,5.0,none,24.0,yes,furniture,AA,unknown,married,17.0,00605
83.0,166.0,unknown,critical,no,1.0,unknown,1.0,F,own,skilled,21.0,stores,20.0,yes,furniture,AA,>1000 USD,married,15.0,00601
82.0,405.0,1 - 200 USD,no credit,yes,1.0,< 1 year,1.0,M,rent,skilled,60.0,none,19.0,no,education,AA,500 - 1000 USD,married,8.0,00611
63.0,1864.0,1 - 200 USD,bad,no,2.0,3 - 5 years,2.0,F,own,none,63.0,stores,5.0,yes,business,SA,< 100 USD,single,16.0,00610
79.0,127.0,unknown,excellent,yes,3.0,< 1 year,3.0,M,own,unskilled,53.0,stores,11.0,no,car,BA,100 - 500 USD,divorced,12.0,00601
48.0,1476.0,>= 200 USD,bad,no,3.0,3 - 5 years,3.0,F,rent,management,71.0,stores,25.0,yes,other,CA,unknown,married,11.0,00631
44.0,1169.0,< 0 USD,good,no,2.0,< 1 year,1.0,F,rent,unskilled,38.0,stores,18.0,yes,other,BA,< 100 USD,married,7.0,00610
23.0,3579.0,< 0 USD,no credit,no,2.0,unknown,0.0,F,own,skilled,33.0,stores,20.0,no,car,SA,>1000 USD,divorced,1.0,00601
41.0,3292.0,>= 200 USD,good,yes,3.0,1 - 3 years,0.0,M,own,skilled,18.0,none,10.0,yes,furniture,BA,100 - 500 USD,divorced,9.0,00604
81.0,3122.0,unknown,critical,no,2.0,3 - 5 years,2.0,M,rent,management,33.0,bank,2.0,no,business,BA,>1000 USD,single,3.0,00602
70.0,5656.0,unknown,no credit,yes,2.0,unknown,2.0,M,other,none,41.0,none,12.0,no,business,BA,unknown,married,21.0,00602
60.0,9544.0,1 - 200 USD,no credit,yes,2.0,3 - 5 years,2.0,F,own,none,21.0,bank,12.0,yes,car,CA,unknown,single,19.0,00611
45.0,9865.0,< 0 USD,critical,no,2.0,< 1 year,0.0,F,rent,skilled,35.0,stores,25.0,yes,furniture,AA,unknown,married,21.0,00604
77.0,1163.0,>= 200 USD,critical,no,1.0,< 1 year,3.0,M,own,management,9.0,bank,17.0,yes,education,CA,unknown,married,12.0,00602
76.0,9219.0,>= 200 USD,excellent,yes,1.0,1 - 3 years,0.0,F,other,unskilled,23.0,bank,1.0,yes,furniture,CA,>1000 USD,divorced,9.0,00605
77.0,5606.0,>= 200 USD,good,no,1.0,> 7 years,2.0,M,own,unskilled,5.0,none,23.0,no,education,SA,100 - 500 USD,divorced,9.0,00612
38.0,558.0,1 - 200 USD,critical,no,3.0,1 - 3 years,0.0,F,other,unskilled,24.0,none,21.0,no,business,BA,500 - 1000 USD,divorced,20.0,00611
64.0,8127.0,>= 200 USD,critical,yes,3.0,1 - 3 years,3.0,F,rent,none,30.0,none,19.0,yes,other,BA,500 - 1000 USD,single,7.0,00611
34.0,2485.0,unknown,excellent,yes,1.0,> 7 years,0.0,M,rent,unskilled,62.0,bank,21.0,no,business,CA,< 100 USD,married,12.0,00602
63.0,9009.0,>= 200 USD,good,yes,3.0,3 - 5 years,1.0,M,other,none,48.0,none,15.0,no,business,AA,< 100 USD,divorced,12.0,00705
75.0,4370.0,1 - 200 USD,good,no,1.0,1 - 3 years,2.0,F,rent,management,9.0,none,5.0,yes,car,CA,>1000 USD,single,4.0,00631
74.0,9079.0,< 0 USD,critical,yes,2.0,1 - 3 years,3.0,F,other,management,23.0,stores,6.0,yes,car,AA,>1000 USD,married,2.0,00631
65.0,3318.0,unknown,bad,yes,3.0,1 - 3 years,2.0,M,rent,none,33.0,bank,15.0,yes,other,AA,< 100 USD,married,24.0,00604
70.0,9431.0,>= 200 USD,critical,yes,1.0,3 - 5 years,3.0,M,rent,management,57.0,bank,6.0,yes,business,CA,500 - 1000 USD,married,24.0,00604
34.0,704.0,>= 200 USD,no credit,no,2.0,< 1 year,0.0,M,other,skilled,46.0,none,13.0,no,business,CA,100 - 500 USD,married,11.0,00605
29.0,5183.0,unknown,good,no,2.0,> 7 years,1.0,F,rent,skilled,55.0,none,19.0,yes,furniture,AA,500 - 1000 USD,married,21.0,00611
65.0,3473.0,>= 200 USD,bad,yes,3.0,unknown,3.0,F,rent,none,14.0,bank,16.0,no,other,BA,< 100 USD,married,22.0,00602
72.0,1718.0,>= 200 USD,critical,no,2.0,unknown,0.0,F,own,none,75.0,none,13.0,no,furniture,BA,unknown,divorced,10.0,00705
20.0,7938.0,unknown,no credit,yes,3.0,unknown,3.0,F,other,skilled,22.0,stores,14.0,yes,furniture,CA,unknown,divorced,4.0,00631
77.0,4267.0,>= 200 USD,bad,no,1.0,1 - 3 years,2.0,F,own,skilled,36.0,bank,15.0,yes,other,BA,500 - 1000 USD,single,14.0,00610
55.0,2061.0,unknown,bad,yes,2.0,> 7 years,1.0,M,other,none,38.0,bank,15.0,yes,furniture,CA,unknown,divorced,25.0,00605
32.0,3876.0,unknown,good,yes,1.0,> 7 years,2.0,M,own,unskilled,57.0,bank,12.0,yes,other,AA,100 - 500 USD,married,11.0,00604
60.0,4230.0,1 - 200 USD,no credit,yes,3.0,> 7 years,1.0,M,rent,management,50.0,bank,4.0,no,car,SA,500 - 1000 USD,married,3.0,00612
25.0,8837.0,< 0 USD,excellent,yes,3.0,1 - 3 years,0.0,F,own,skilled,32.0,stores,22.0,yes,furniture,CA,>1000 USD,single,15.0,00611
80.0,8383.0,unknown,bad,yes,1.0,unknown,2.0,F,rent,none,24.0,bank,20.0,no,other,CA,500 - 1000 USD,single,24.0,00705
67.0,330.0,>= 200 USD,good,yes,1.0,> 7 years,1.0,M,other,skilled,64.0,stores,5.0,yes,education,BA,< 100 USD,married,25.0,00603
54.0,9439.0,1 - 200 USD,excellent,yes,2.0,< 1 year,1.0,F,rent,management,43.0,bank,23.0,yes,other,AA,< 100 USD,married,20.0,00602
62.0,1582.0,unknown,excellent,yes,1.0,> 7 years,0.0,M,other,unskilled,5.0,stores,22.0,no,education,SA,>1000 USD,single,23.0,00611
72.0,5205.0,unknown,good,yes,1.0,unknown,1.0,M,own,unskilled,49.0,none,5.0,no,furniture,BA,100 - 500 USD,single,5.0,00611
39.0,3724.0,1 - 200 USD,bad,no,1.0,< 1 year,0.0,F,rent,management,69.0,stores,20.0,no,business,SA,unknown,divorced,25.0,00603
54.0,2900.0,>= 200 USD,critical,no,1.0,1 - 3 years,1.0,M,other,unskilled,72.0,none,6.0,yes,other,AA,500 - 1000 USD,married,16.0,00631
63.0,1685.0,1 - 200 USD,no credit,no,2.0,< 1 year,0.0,F,own,skilled,27.0,none,3.0,no,other,CA,>1000 USD,single,23.0,00705
52.0,5776.0,>= 200 USD,good,yes,2.0,1 - 3 years,3.0,F,other,none,9.0,stores,18.0,yes,other,AA,>1000 USD,married,8.0,00612
18.0,390.0,< 0 USD,bad,yes,2.0,1 - 3 years,2.0,M,other,skilled,55.0,stores,13.0,yes,furniture,AA,>1000 USD,divorced,12.0,00604
61.0,1829.0,< 0 USD,bad,no,1.0,1 - 3 years,0.0,F,other,none,59.0,stores,24.0,yes,education,CA,100 - 500 USD,married,2.0,00604
70.0,3445.0,< 0 USD,bad,yes,2.0,1 - 3 years,3.0,M,rent,none,20.0,bank,8.0,yes,other,CA,100 - 500 USD,divorced,8.0,00631
56.0,8397.0,>= 200 USD,good,yes,1.0,1 - 3 years,0.0,F,other,none,39.0,bank,8.0,no,business,BA,unknown,divorced,6.0,00604
59.0,3298.0,1 - 200 USD,excellent,yes,2.0,> 7 years,3.0,M,own,management,62.0,bank,13.0,yes,business,SA,100 - 500 USD,single,7.0,00612
18.0,4746.0,< 0 USD,no credit,no,2.0,1 - 3 years,0.0,M,rent,skilled,55.0,stores,22.0,no,business,AA,500 - 1000 USD,single,22.0,00611
31.0,312.0,< 0 USD,good,no,1.0,unknown,0.0,M,other,skilled,2.0,bank,18.0,no,furniture,CA,100 - 500 USD,divorced,7.0,00631
60.0,3834.0,>= 200 USD,good,no,3.0,1 - 3 years,1.0,F,other,skilled,20.0,none,18.0,yes,furniture,BA,100 - 500 USD,married,9.0,00603
69.0,6386.0,1 - 200 USD,excellent,no,2.0,3 - 5 years,3.0,F,other,management,51.0,bank,21.0,yes,car,BA,< 100 USD,single,7.0,00631
44.0,9163.0,unknown,no credit,yes,2.0,< 1 year,2.0,M,own,skilled,14.0,stores,16.0,yes,education,BA,>1000 USD,married,18.0,00604
73.0,6069.0,unknown,bad,yes,1.0,> 7 years,3.0,F,own,skilled,75.0,none,13.0,yes,car,BA,100 - 500 USD,single,25.0,00612
53.0,5237.0,1 - 200 USD,critical,no,2.0,1 - 3 years,2.0,M,rent,unskilled,73.0,none,22.0,yes,furniture,BA,500 - 1000 USD,single,16.0,00602
19.0,8070.0,1 - 200 USD,critical,no,3.0,1 - 3 years,3.0,M,other,skilled,60.0,none,12.0,no,car,CA,100 - 500 USD,divorced,11.0,00705
31.0,9286.0,< 0 USD,excellent,yes,3.0,< 1 year,2.0,M,rent,skilled,43.0,bank,14.0,no,car,CA,500 - 1000 USD,single,3.0,00601
70.0,8133.0,>= 200 USD,good,yes,1.0,unknown,1.0,M,other,none,60.0,none,24.0,no,other,BA,unknown,single,2.0,00610
65.0,2164.0,>= 200 USD,good,no,2.0,< 1 year,1.0,F,other,unskilled,23.0,bank,5.0,no,furniture,AA,< 100 USD,divorced,14.0,00601
67.0,7764.0,unknown,no credit,yes,2.0,< 1 year,0.0,F,rent,unskilled,71.0,none,6.0,no,business,SA,500 - 1000 USD,married,15.0,00601
72.0,2547.0,unknown,bad,yes,2.0,3 - 5 years,3.0,M,rent,unskilled,54.0,stores,11.0,yes,furniture,CA,< 100 USD,married,7.0,00631
22.0,3354.0,< 0 USD,good,no,3.0,unknown,0.0,M,rent,none,19.0,stores,25.0,yes,education,SA,100 - 500 USD,divorced,13.0,00602
35.0,560.0,1 - 200 USD,bad,yes,2.0,1 - 3 years,0.0,F,own,skilled,29.0,none,21.0,no,furniture,BA,unknown,divorced,4.0,00601
71.0,2587.0,< 0 USD,good,yes,2.0,> 7 years,0.0,M,other,management,35.0,bank,18.0,no,other,AA,100 - 500 USD,married,8.0,00610
20.0,1260.0,< 0 USD,excellent,no,2.0,> 7 years,2.0,M,own,none,19.0,stores,24.0,no,business,CA,< 100 USD,divorced,12.0,00604
27.0,6363.0,unknown,excellent,no,2.0,1 - 3 years,2.0,M,other,skilled,28.0,bank,15.0,yes,car,AA,500 - 1000 USD,single,11.0,00604
34.0,3302.0,1 - 200 USD,critical,no,2.0,3 - 5 years,3.0,F,own,none,58.0,stores,17.0,no,business,CA,unknown,divorced,24.0,00612
82.0,3213.0,>= 200 USD,good,no,3.0,unknown,2.0,M,other,management,20.0,none,17.0,yes,furniture,CA,100 - 500 USD,single,2.0,00611
41.0,4934.0,>= 200 USD,critical,yes,3.0,> 7 years,1.0,F,other,skilled,49.0,bank,17.0,yes,car,CA,< 100 USD,single,5.0,00612
25.0,6602.0,1 - 200 USD,no credit,no,2.0,> 7 years,2.0,F,own,none,34.0,bank,25.0,yes,education,BA,unknown,married,6.0,00611
43.0,6788.0,>= 200 USD,critical,no,2.0,1 - 3 years,2.0,F,other,none,26.0,stores,25.0,no,car,AA,unknown,married,21.0,00601
58.0,681.0,>= 200 USD,excellent,yes,3.0,< 1 year,2.0,F,own,unskilled,44.0,bank,14.0,yes,business,CA,>1000 USD,divorced,8.0,00610
44.0,5696.0,1 - 200 USD,no credit,yes,3.0,1 - 3 years,3.0,F,other,skilled,35.0,stores,14.0,yes,car,BA,< 100 USD,divorced,5.0,00602
37.0,1366.0,1 - 200 USD,no credit,yes,3.0,1 - 3 years,3.0,M,rent,unskilled,16.0,none,14.0,yes,car,BA,500 - 1000 USD,divorced,19.0,00604
75.0,6132.0,1 - 200 USD,good,no,2.0,3 - 5 years,2.0,M,own,unskilled,33.0,bank,3.0,no,education,SA,100 - 500 USD,single,24.0,00631
52.0,2293.0,unknown,bad,no,1.0,< 1 year,2.0,F,rent,skilled,7.0,stores,4.0,no,education,SA,500 - 1000 USD,married,25.0,00601
75.0,2235.0,unknown,bad,no,2.0,unknown,0.0,F,other,management,42.0,bank,16.0,no,business,AA,>1000 USD,married,22.0,00705
57.0,5105.0,unknown,excellent,no,3.0,< 1 year,3.0,F,other,none,69.0,bank,9.0,yes,car,SA,100 - 500 USD,married,6.0,00605
18.0,4745.0,< 0 USD,excellent,no,1.0,1 - 3 years,1.0,F,rent,skilled,20.0,bank,18.0,yes,furniture,AA,unknown,single,7.0,00611
73.0,6631.0,unknown,bad,yes,1.0,< 1 year,3.0,F,rent,management,64.0,bank,19.0,no,car,AA,100 - 500 USD,divorced,15.0,00605
50.0,4164.0,1 - 200 USD,excellent,yes,1.0,< 1 year,0.0,M,own,none,63.0,bank,25.0,yes,car,BA,unknown,divorced,17.0,00631
73.0,2896.0,< 0 USD,bad,no,3.0,3 - 5 years,1.0,F,other,skilled,31.0,none,14.0,yes,education,CA,>1000 USD,divorced,17.0,00605
85.0,9423.0,>= 200 USD,excellent,no,2.0,unknown,3.0,M,own,unskilled,52.0,stores,15.0,yes,other,SA,>1000 USD,single,14.0,00612
53.0,6010.0,< 0 USD,good,yes,3.0,unknown,0.0,M,other,none,61.0,bank,11.0,no,furniture,SA,500 - 1000 USD,married,20.0,00601
30.0,3671.0,1 - 200 USD,bad,no,1.0,> 7 years,0.0,M,own,management,30.0,stores,6.0,no,furniture,SA,< 100 USD,married,20.0,00611
83.0,2075.0,unknown,critical,no,2.0,unknown,3.0,M,other,none,48.0,stores,1.0,no,education,AA,< 100 USD,married,17.0,00604
68.0,8271.0,unknown,critical,yes,1.0,3 - 5 years,3.0,M,own,unskilled,32.0,bank,19.0,no,business,BA,500 - 1000 USD,divorced,13.0,00705
35.0,7883.0,>= 200 USD,no credit,yes,1.0,unknown,2.0,F,other,none,19.0,stores,8.0,no,other,CA,< 100 USD,single,15.0,00604
56.0,6906.0,unknown,good,yes,2.0,1 - 3 years,2.0,F,rent,skilled,38.0,stores,22.0,yes,other,CA,100 - 500 USD,single,3.0,00612
80.0,2941.0,unknown,good,yes,3.0,< 1 year,2.0,F,rent,none,13.0,bank,13.0,yes,furniture,CA,100 - 500 USD,married,16.0,00603
51.0,1252.0,unknown,no credit,no,3.0,1 - 3 years,2.0,F,other,unskilled,23.0,none,4.0,no,other,AA,100 - 500 USD,married,6.0,00605
66.0,469.0,< 0 USD,bad,yes,3.0,> 7 years,1.0,F,rent,management,40.0,none,6.0,yes,car,SA,500 - 1000 USD,divorced,14.0,00611
47.0,5745.0,>= 200 USD,bad,yes,2.0,1 - 3 years,3.0,M,other,management,71.0,bank,2.0,yes,furniture,AA,>1000 USD,married,25.0,00601
80.0,3179.0,< 0 USD,critical,no,2.0,< 1 year,1.0,F,other,management,42.0,bank,17.0,no,education,BA,unknown,single,1.0,00601
53.0,1753.0,>= 200 USD,no credit,yes,1.0,3 - 5 years,0.0,M,own,unskilled,64.0,none,4.0,yes,furniture,BA,100 - 500 USD,married,15.0,00603
46.0,757.0,>= 200 USD,excellent,yes,2.0,1 - 3 years,0.0,F,own,skilled,33.0,stores,11.0,yes,business,BA,500 - 1000 USD,married,13.0,00610
45.0,701.0,1 - 200 USD,bad,no,2.0,unknown,1.0,F,rent,none,3.0,none,23.0,yes,education,AA,>1000 USD,divorced,9.0,00631
82.0,4301.0,>= 200 USD,no credit,yes,3.0,3 - 5 years,0.0,F,own,skilled,62.0,none,5.0,no,business,AA,500 - 1000 USD,single,15.0,00612
19.0,1356.0,1 - 200 USD,no credit,yes,3.0,1 - 3 years,1.0,M,rent,none,41.0,none,18.0,yes,education,AA,< 100 USD,divorced,11.0,00611
39.0,9843.0,1 - 200 USD,good,yes,2.0,3 - 5 years,0.0,M,rent,skilled,49.0,none,20.0,yes,education,AA,< 100 USD,single,6.0,00610
61.0,7531.0,1 - 200 USD,no credit,yes,2.0,3 - 5 years,1.0,M,rent,management,17.0,none,20.0,no,other,CA,unknown,divorced,14.0,00603
80.0,370.0,>= 200 USD,bad,yes,2.0,< 1 year,0.0,M,other,unskilled,59.0,none,9.0,yes,other,SA,>1000 USD,divorced,7.0,00612
67.0,1966.0,< 0 USD,bad,yes,3.0,< 1 year,0.0,F,rent,management,13.0,stores,7.0,yes,other,SA,500 - 1000 USD,single,10.0,00603
79.0,9095.0,< 0 USD,excellent,no,3.0,> 7 years,1.0,F,rent,unskilled,32.0,none,14.0,no,car,SA,500 - 1000 USD,divorced,1.0,00611
19.0,428.0,unknown,critical,yes,1.0,> 7 years,0.0,F,rent,skilled,24.0,none,1.0,no,education,CA,>1000 USD,single,2.0,00601
26.0,5046.0,< 0 USD,no credit,no,2.0,1 - 3 years,3.0,F,other,management,34.0,stores,9.0,yes,education,CA,100 - 500 USD,single,17.0,00602
29.0,2889.0,>= 200 USD,excellent,yes,1.0,< 1 year,0.0,M,rent,management,25.0,bank,9.0,yes,furniture,SA,unknown,single,14.0,00705
38.0,665.0,1 - 200 USD,critical,no,2.0,unknown,1.0,M,other,skilled,33.0,bank,9.0,yes,business,AA,< 100 USD,divorced,11.0,00601
54.0,8647.0,unknown,bad,yes,1.0,> 7 years,2.0,M,other,management,27.0,stores,25.0,no,education,SA,< 100 USD,single,18.0,00604
40.0,6370.0,1 - 200 USD,good,yes,2.0,> 7 years,0.0,F,other,unskilled,27.0,bank,17.0,no,business,AA,>1000 USD,single,21.0,00604
63.0,1232.0,1 - 200 USD,excellent,yes,2.0,3 - 5 years,0.0,M,other,none,69.0,none,7.0,no,education,CA,100 - 500 USD,single,15.0,00603
76.0,1080.0,< 0 USD,critical,no,1.0,unknown,1.0,F,own,unskilled,48.0,none,8.0,no,other,SA,< 100 USD,married,12.0,00611
52.0,7216.0,1 - 200 USD,critical,no,2.0,unknown,0.0,M,other,unskilled,49.0,none,19.0,no,other,SA,100 - 500 USD,single,3.0,00601
58.0,5725.0,< 0 USD,critical,yes,1.0,1 - 3 years,0.0,M,rent,management,28.0,none,5.0,no,education,BA,unknown,single,7.0,00610
72.0,9673.0,< 0 USD,bad,yes,1.0,< 1 year,2.0,M,other,unskilled,2.0,stores,4.0,no,education,BA,unknown,single,10.0,00610
32.0,5887.0,>= 200 USD,no credit,yes,2.0,1 - 3 years,2.0,F,rent,management,14.0,bank,11.0,no,other,CA,100 - 500 USD,single,25.0,00601
55.0,3096.0,unknown,no credit,no,1.0,1 - 3 years,3.0,M,rent,unskilled,13.0,stores,5.0,no,other,CA,< 100 USD,single,17.0,00611
30.0,9848.0,>= 200 USD,excellent,no,1.0,1 - 3 years,1.0,F,other,skilled,73.0,stores,6.0,yes,furniture,BA,unknown,single,19.0,00601
31.0,7556.0,>= 200 USD,no credit,yes,2.0,1 - 3 years,2.0,M,own,unskilled,32.0,none,7.0,yes,furniture,AA,100 - 500 USD,single,5.0,00610
56.0,8779.0,unknown,good,no,2.0,1 - 3 years,0.0,M,rent,unskilled,60.0,none,11.0,yes,education,BA,100 - 500 USD,single,16.0,00705
41.0,7673.0,1 - 200 USD,good,no,3.0,3 - 5 years,2.0,F,own,none,22.0,none,10.0,yes,education,CA,100 - 500 USD,single,8.0,00601
62.0,7791.0,< 0 USD,no credit,no,3.0,< 1 year,3.0,F,rent,skilled,1.0,stores,13.0,yes,business,CA,unknown,married,24.0,00631
46.0,9971.0,1 - 200 USD,good,no,3.0,1 - 3 years,2.0,M,own,skilled,50.0,stores,23.0,no,other,BA,unknown,single,13.0,00612
77.0,8248.0,>= 200 USD,good,yes,2.0,unknown,2.0,F,own,skilled,11.0,none,14.0,yes,other,AA,< 100 USD,married,23.0,00602
70.0,1236.0,1 - 200 USD,excellent,yes,1.0,> 7 years,3.0,F,other,none,49.0,bank,11.0,yes,car,CA,100 - 500 USD,married,12.0,00603
34.0,5972.0,>= 200 USD,critical,yes,3.0,3 - 5 years,1.0,F,own,management,58.0,bank,15.0,no,furniture,AA,100 - 500 USD,single,16.0,00631
80.0,6688.0,1 - 200 USD,no credit,yes,1.0,< 1 year,3.0,M,other,unskilled,50.0,none,15.0,yes,furniture,CA,100 - 500 USD,single,25.0,00602
54.0,3345.0,unknown,critical,yes,2.0,1 - 3 years,2.0,M,rent,management,11.0,bank,3.0,yes,other,AA,unknown,single,4.0,00610
83.0,4005.0,< 0 USD,critical,yes,3.0,> 7 years,3.0,M,other,management,5.0,stores,14.0,yes,furniture,CA,>1000 USD,married,22.0,00610
34.0,5814.0,unknown,good,yes,2.0,< 1 year,0.0,M,rent,skilled,31.0,none,23.0,yes,other,CA,< 100 USD,married,25.0,00605
20.0,9680.0,1 - 200 USD,critical,no,1.0,unknown,1.0,F,other,none,68.0,bank,7.0,no,car,SA,500 - 1000 USD,married,6.0,00602
52.0,7495.0,< 0 USD,no credit,no,2.0,< 1 year,3.0,F,own,management,62.0,none,22.0,no,furniture,SA,500 - 1000 USD,married,20.0,00705
58.0,1617.0,1 - 200 USD,good,no,2.0,1 - 3 years,2.0,F,rent,management,57.0,none,8.0,no,business,CA,unknown,married,25.0,00603
40.0,2480.0,1 - 200 USD,no credit,yes,3.0,< 1 year,3.0,M,own,skilled,26.0,stores,18.0,no,education,SA,100 - 500 USD,divorced,14.0,00610
80.0,7590.0,>= 200 USD,bad,yes,1.0,> 7 years,0.0,F,own,skilled,54.0,bank,3.0,no,car,BA,100 - 500 USD,divorced,20.0,00705
75.0,7970.0,< 0 USD,critical,yes,1.0,3 - 5 years,0.0,F,other,none,40.0,stores,14.0,yes,business,SA,>1000 USD,divorced,16.0,00604
36.0,8119.0,1 - 200 USD,good,yes,3.0,1 - 3 years,3.0,F,rent,management,68.0,none,1.0,no,business,BA,unknown,single,23.0,00610
34.0,9827.0,1 - 200 USD,excellent,yes,1.0,< 1 year,1.0,F,other,unskilled,26.0,stores,1.0,yes,other,SA,500 - 1000 USD,married,21.0,00605
24.0,2970.0,1 - 200 USD,bad,no,3.0,< 1 year,2.0,M,other,unskilled,59.0,none,24.0,no,other,BA,>1000 USD,single,18.0,00611
28.0,8299.0,>= 200 USD,good,no,1.0,3 - 5 years,2.0,M,rent,none,50.0,none,8.0,yes,furniture,CA,>1000 USD,divorced,25.0,00610
34.0,8178.0,1 - 200 USD,no credit,no,2.0,unknown,1.0,F,own,unskilled,56.0,stores,9.0,no,other,CA,>1000 USD,married,12.0,00612
44.0,9196.0,1 - 200 USD,good,yes,3.0,< 1 year,0.0,F,other,none,44.0,none,15.0,yes,car,BA,< 100 USD,married,2.0,00611
78.0,9114.0,1 - 200 USD,good,no,3.0,> 7 years,0.0,F,own,skilled,54.0,stores,13.0,no,furniture,AA,< 100 USD,married,8.0,00611
22.0,6652.0,unknown,excellent,yes,3.0,< 1 year,2.0,M,own,skilled,24.0,stores,10.0,no,education,BA,< 100 USD,married,21.0,00610
